pcode,locality,lat,long
3387,WALLALOO EAST,-36.671662,142.869768
3388,BANYENA,-36.572229,142.816541
3388,RUPANYUP,-36.572229,142.816541
3390,KEWELL,-36.449414,142.422325
3390,MURTOA,-36.449414,142.422325
3391,BRIM,-36.069357,142.519496
3392,BOOLITE,-36.460553,142.586163
3392,MINYIP,-36.460553,142.586163
3392,SHEEP HILLS,-36.460553,142.586163
3393,AUBREY,-36.331465,142.363833
3393,BANGERANG,-36.331465,142.363833
3393,CANNUM,-36.331465,142.363833
3393,CRYMELON,-36.331465,142.363833
3393,KELLALAC,-36.331465,142.363833
3393,LAH,-36.331465,142.363833
3393,WARRACKNABEAL,-36.331465,142.363833
3393,WILKUR,-36.331465,142.363833
3393,WILLENABRINA,-36.331465,142.363833
3395,BEULAH,-35.93804,142.418961
3395,KENMARE,-35.93804,142.418961
3395,REEDY DAM,-35.93804,142.418961
3395,ROSEBERY,-35.93804,142.418961
3396,HOPETOUN,-35.727235,142.364734
3400,HORSHAM,-36.711714,142.204899
3400,HORSHAM WEST,-36.711714,142.204899
3401,BLACKHEATH,-36.455387,142.30917
3401,BRIMPAEN,-36.455387,142.30917
3401,BUNGALALLY,-36.455387,142.30917
3401,CHERRYPOOL,-36.455387,142.30917
3401,DOOEN,-36.455387,142.30917
3401,DRUNG,-36.455387,142.30917
3401,GYMBOWEN,-36.455387,142.30917
3401,HAVEN,-36.455387,142.30917
3401,JUNG,-36.455387,142.30917
3401,KALKEE,-36.455387,142.30917
3401,KANAGULK,-36.455387,142.30917
3401,KARNAK,-36.455387,142.30917
3401,LAHARUM,-36.455387,142.30917
3401,LONGERENONG,-36.455387,142.30917
3401,LOWER NORTON,-36.455387,142.30917
3401,MCKENZIE CREEK,-36.455387,142.30917
3401,MOCKINYA,-36.455387,142.30917
3401,MURRA WARRA,-36.455387,142.30917
3401,NURCOUNG,-36.455387,142.30917
3401,NURRABIEL,-36.455387,142.30917
3401,PIMPINIO,-36.455387,142.30917
3401,QUANTONG,-36.455387,142.30917
3401,RIVERSIDE,-36.455387,142.30917
3401,ROCKLANDS,-36.455387,142.30917
3401,ST HELENS PLAINS,-36.455387,142.30917
3401,TELANGATUK EAST,-36.455387,142.30917
3401,TOOLONDO,-36.455387,142.30917
3401,VECTIS,-36.455387,142.30917
3401,WAIL,-36.455387,142.30917
3401,WALLUP,-36.455387,142.30917
3401,WARTOOK,-36.455387,142.30917
3401,WONWONDAH,-36.455387,142.30917
3401,ZUMSTEINS,-36.455387,142.30917
3402,HORSHAM,-37.164183,142.666302
3407,BALMORAL,-37.248109,141.841762
3407,ENGLEFIELD,-37.248109,141.841762
3407,GATUM,-37.248109,141.841762
3407,PIGEON PONDS,-37.248109,141.841762
3407,VASEY,-37.248109,141.841762
3409,ARAPILES,-36.779163,141.762526
3409,CLEAR LAKE,-36.779163,141.762526
3409,DOUGLAS,-36.779163,141.762526
3409,DUCHEMBEGARRA,-36.779163,141.762526
3409,GRASS FLAT,-36.779163,141.762526
3409,JILPANGER,-36.779163,141.762526
3409,MIGA LAKE,-36.779163,141.762526
3409,MITRE,-36.779163,141.762526
3409,NATIMUK,-36.779163,141.762526
3409,NORADJUHA,-36.779163,141.762526
3409,TOOAN,-36.779163,141.762526
3409,WOMBELANO,-36.779163,141.762526
3412,GOROKE,-36.747329,141.472623
3413,MINIMAY,-36.714185,141.180738
3413,NEUARPURR,-36.714185,141.180738
3413,OZENKADNOOK,-36.714185,141.180738
3413,PERONNE,-36.714185,141.180738
3414,ANTWERP,-36.298418,142.024557
3414,DIMBOOLA,-36.298418,142.024557
3414,TARRANYURK,-36.298418,142.024557
3415,MIRAM,-36.378089,141.357823
3418,BROUGHTON,-36.165178,141.334582
3418,GERANG GERUNG,-36.165178,141.334582
3418,GLENLEE,-36.165178,141.334582
3418,KIATA,-36.165178,141.334582
3418,LAWLOIT,-36.165178,141.334582
3418,LITTLE DESERT,-36.165178,141.334582
3418,LORQUON,-36.165178,141.334582
3418,NETHERBY,-36.165178,141.334582
3418,NHILL,-36.165178,141.334582
3418,YANAC,-36.165178,141.334582
3419,KANIVA,-36.377563,141.244901
3420,LILLIMUR,-36.361245,141.117251
3420,SERVICETON,-36.361245,141.117251
3420,TELOPEA DOWNS,-36.361245,141.117251
3423,JEPARIT,-36.14057,141.987191
3424,ALBACUTYA,-35.691918,141.974601
3424,RAINBOW,-35.691918,141.974601
3424,YAAPEET,-35.691918,141.974601
3427,DIGGERS REST,-37.627752,144.719981
3428,BULLA,-37.637155,144.804139
3429,SUNBURY,-37.576859,144.731425
3429,WILDWOOD,-37.576859,144.731425
3430,CLARKEFIELD,-37.483711,144.745723
3431,RIDDELLS CREEK,-37.463999,144.665048
3432,BOLINDA,-37.433632,144.77977
3433,MONEGEETTA,0,0
3434,CHEROKEE,-37.389195,144.6379
3434,KERRIE,-37.389195,144.6379
3434,ROMSEY,-37.389195,144.6379
3434,SPRINGFIELD,-37.389195,144.6379
3435,BENLOCH,-37.189508,144.692899
3435,GOLDIE,-37.189508,144.692899
3435,LANCEFIELD,-37.189508,144.692899
3435,NULLA VALE,-37.189508,144.692899
3437,BULLENGAROOK,-37.523331,144.477431
3437,GISBORNE,-37.523331,144.477431
3437,GISBORNE SOUTH,-37.523331,144.477431
3438,NEW GISBORNE,-37.459119,144.599206
3440,MACEDON,-37.399584,144.588405
3441,MOUNT MACEDON,-37.396044,144.590721
3442,ASHBOURNE,-37.385948,144.446407
3442,CADELLO,-37.385948,144.446407
3442,CARLSRUHE,-37.385948,144.446407
3442,COBAW,-37.385948,144.446407
3442,HESKET,-37.385948,144.446407
3442,NEWHAM,-37.385948,144.446407
3442,ROCHFORD,-37.385948,144.446407
3442,WOODEND,-37.385948,144.446407
3442,WOODEND NORTH,-37.385948,144.446407
3444,BARFOLD,-37.091978,144.50611
3444,BAYNTON,-37.091978,144.50611
3444,BAYNTON EAST,-37.091978,144.50611
3444,EDGECOMBE,-37.091978,144.50611
3444,GLENHOPE,-37.091978,144.50611
3444,GREENHILL,-37.091978,144.50611
3444,KYNETON,-37.091978,144.50611
3444,KYNETON SOUTH,-37.091978,144.50611
3444,LANGLEY,-37.091978,144.50611
3444,LAURISTON,-37.091978,144.50611
3444,LYAL,-37.091978,144.50611
3444,METCALFE EAST,-37.091978,144.50611
3444,MIA MIA,-37.091978,144.50611
3444,MYRTLE CREEK,-37.091978,144.50611
3444,PASTORIA,-37.091978,144.50611
3444,PASTORIA EAST,-37.091978,144.50611
3444,PIPERS CREEK,-37.091978,144.50611
3444,REDESDALE,-37.091978,144.50611
3444,SIDONIA,-37.091978,144.50611
3444,SPRING HILL,-37.091978,144.50611
3444,TYLDEN,-37.091978,144.50611
3444,TYLDEN SOUTH,-37.091978,144.50611
3446,DRUMMOND NORTH,-37.199978,144.29344
3446,MALMSBURY,-37.199978,144.29344
3447,TARADALE,-37.133438,144.356519
3448,ELPHINSTONE,-37.105,144.337783
3448,METCALFE,-37.105,144.337783
3448,SUTTON GRANGE,-37.105,144.337783
3450,CASTLEMAINE,-37.063869,144.217101
3450,MOONLIGHT FLAT,-37.063869,144.217101
3451,BARKERS CREEK,-37.0292,144.239946
3451,CAMPBELLS CREEK,-37.0292,144.239946
3451,CHEWTON,-37.0292,144.239946
3451,CHEWTON BUSHLANDS,-37.0292,144.239946
3451,FARADAY,-37.0292,144.239946
3451,FRYERSTOWN,-37.0292,144.239946
3451,GLENLUCE,-37.0292,144.239946
3451,GOLDEN POINT,-37.0292,144.239946
3451,GOWER,-37.0292,144.239946
3451,GUILDFORD,-37.0292,144.239946
3451,IRISHTOWN,-37.0292,144.239946
3451,MCKENZIE HILL,-37.0292,144.239946
3451,MUCKLEFORD,-37.0292,144.239946
3451,TARILTA,-37.0292,144.239946
3451,VAUGHAN,-37.0292,144.239946
3451,YAPEEN,-37.0292,144.239946
3453,HARCOURT,-36.998965,144.262588
3453,HARCOURT NORTH,-36.998965,144.262588
3453,RAVENSWOOD,-36.998965,144.262588
3453,RAVENSWOOD SOUTH,-36.998965,144.262588
3458,BARRYS REEF,-37.451989,144.293564
3458,BLACKWOOD,-37.451989,144.293564
3458,FERN HILL,-37.451989,144.293564
3458,LERDERDERG,-37.451989,144.293564
3458,LITTLE HAMPTON,-37.451989,144.293564
3458,NEWBURY,-37.451989,144.293564
3458,NORTH BLACKWOOD,-37.451989,144.293564
3458,TRENTHAM,-37.451989,144.293564
3458,TRENTHAM EAST,-37.451989,144.293564
3460,BASALT,-37.308233,144.094647
3460,DAYLESFORD,-37.308233,144.094647
3461,BULLARTO,-37.394334,144.221001
3461,BULLARTO SOUTH,-37.394334,144.221001
3461,CLYDESDALE,-37.394334,144.221001
3461,COOMOORA,-37.394334,144.221001
3461,DENVER,-37.394334,144.221001
3461,DRUMMOND,-37.394334,144.221001
3461,DRY DIGGINGS,-37.394334,144.221001
3461,EGANSTOWN,-37.394334,144.221001
3461,ELEVATED PLAINS,-37.394334,144.221001
3461,FRANKLINFORD,-37.394334,144.221001
3461,GLENLYON,-37.394334,144.221001
3461,HEPBURN,-37.394334,144.221001
3461,HEPBURN SPRINGS,-37.394334,144.221001
3461,KORWEINGUBOORA,-37.394334,144.221001
3461,LEONARDS HILL,-37.394334,144.221001
3461,LYONVILLE,-37.394334,144.221001
3461,MOUNT FRANKLIN,-37.394334,144.221001
3461,MUSK,-37.394334,144.221001
3461,MUSK VALE,-37.394334,144.221001
3461,PORCUPINE RIDGE,-37.394334,144.221001
3461,SAILORS FALLS,-37.394334,144.221001
3461,SAILORS HILL,-37.394334,144.221001
3461,SHEPHERDS FLAT,-37.394334,144.221001
3461,SPARGO CREEK,-37.394334,144.221001
3461,STRANGWAYS,-37.394334,144.221001
3461,WHEATSHEAF,-37.394334,144.221001
3461,YANDOIT,-37.394334,144.221001
3461,YANDOIT HILLS,-37.394334,144.221001
3462,GREEN GULLY,-37.107829,144.095795
3462,JOYCES CREEK,-37.107829,144.095795
3462,MUCKLEFORD SOUTH,-37.107829,144.095795
3462,NEWSTEAD,-37.107829,144.095795
3462,SANDON,-37.107829,144.095795
3462,WELSHMANS REEF,-37.107829,144.095795
3463,BARINGHUP,-36.984271,143.951487
3463,BARINGHUP WEST,-36.984271,143.951487
3463,BRADFORD,-36.984271,143.951487
3463,EASTVILLE,-36.984271,143.951487
3463,LAANECOORIE,-36.984271,143.951487
3463,MALDON,-36.984271,143.951487
3463,NEEREMAN,-36.984271,143.951487
3463,NUGGETTY,-36.984271,143.951487
3463,SHELBOURNE,-36.984271,143.951487
3463,TARRENGOWER,-36.984271,143.951487
3463,WALMER,-36.984271,143.951487
3463,WOODSTOCK WEST,-36.984271,143.951487
3464,CARISBROOK,-37.007853,143.796275
3465,ADELAIDE LEAD,-37.074671,143.677358
3465,ALMA,-37.074671,143.677358
3465,BOWENVALE,-37.074671,143.677358
3465,BUNG BONG,-37.074671,143.677358
3465,COTSWOLD,-37.074671,143.677358
3465,CRAIGIE,-37.074671,143.677358
3465,DAISY HILL,-37.074671,143.677358
3465,FLAGSTAFF,-37.074671,143.677358
3465,GOLDEN POINT,-37.074671,143.677358
3465,HAVELOCK,-37.074671,143.677358
3465,HOMEBUSH,-37.074671,143.677358
3465,MAJORCA,-37.074671,143.677358
3465,MARYBOROUGH,-37.074671,143.677358
3465,MOOLORT,-37.074671,143.677358
3465,MOONLIGHT FLAT,-37.074671,143.677358
3465,NATTE YALLOCK,-37.074671,143.677358
3465,RATHSCAR,-37.074671,143.677358
3465,RATHSCAR WEST,-37.074671,143.677358
3465,SIMSON,-37.074671,143.677358
3465,TIMOR,-37.074671,143.677358
3465,TIMOR WEST,-37.074671,143.677358
3465,WAREEK,-37.074671,143.677358
3467,AVOCA,-37.088539,143.473798
3468,AMPHITHEATRE,-37.182344,143.399915
3468,MOUNT LONARCH,-37.182344,143.399915
3469,ELMHURST,-37.179436,143.249097
3469,GLENLOFTY,-37.179436,143.249097
3469,GLENLOGIE,-37.179436,143.249097
3469,GLENPATRICK,-37.179436,143.249097
3469,NOWHERE CREEK,-37.179436,143.249097
3472,BET BET,-36.924333,143.756154
3472,BETLEY,-36.924333,143.756154
3472,BROMLEY,-36.924333,143.756154
3472,DUNLUCE,-36.924333,143.756154
3472,DUNOLLY,-36.924333,143.756154
3472,EDDINGTON,-36.924333,143.756154
3472,GOLDSBOROUGH,-36.924333,143.756154
3472,INKERMAN,-36.924333,143.756154
3472,MCINTYRE,-36.924333,143.756154
3472,MOLIAGUL,-36.924333,143.756154
3472,MOUNT HOOGHLY,-36.924333,143.756154
3475,ARCHDALE,-36.830903,143.502295
3475,ARCHDALE JUNCTION,-36.830903,143.502295
3475,BEALIBA,-36.830903,143.502295
3475,BURKES FLAT,-36.830903,143.502295
3475,COCHRANES CREEK,-36.830903,143.502295
3475,EMU,-36.830903,143.502295
3475,LOGAN,-36.830903,143.502295
3477,AVON PLAINS,0,0
3477,BEAZLEYS BRIDGE,0,0
3477,CARAPOOEE,0,0
3477,CARAPOOEE WEST,0,0
3477,COONOOER BRIDGE,0,0
3477,COONOOER WEST,0,0
3477,DALYENONG,0,0
3477,GOOROC,0,0
3477,GOWAR EAST,0,0
3477,GRAYS BRIDGE,0,0
3477,GRE GRE,0,0
3477,GRE GRE NORTH,0,0
3477,GRE GRE SOUTH,0,0
3477,KOOREH,0,0
3477,MARNOO EAST,0,0
3477,MOOLERR,0,0
3477,MOYREISK,0,0
3477,PARADISE,0,0
3477,REDBANK,0,0
3477,ROSTRON,0,0
3477,SLATY CREEK,0,0
3477,ST ARNAUD EAST,0,0
3477,ST ARNAUD NORTH,0,0
3477,STUART MILL,0,0
3477,SUTHERLAND,0,0
3477,SWANWATER,0,0
3477,TOTTINGTON,0,0
3477,TRAYNORS LAGOON,0,0
3477,WINJALLOK,0,0
3477,YORK PLAINS,0,0
3478,DOOBOOBETIC,-36.544552,142.921227
3478,MEDLYN,-36.544552,142.921227
3478,MOONAMBEL,-36.544552,142.921227
3478,PERCYDALE,-36.544552,142.921227
3478,ST ARNAUD,-36.544552,142.921227
3478,TANWOOD,-36.544552,142.921227
3478,WARRENMANG,-36.544552,142.921227
3478,YAWONG HILLS,-36.544552,142.921227
3480,AREEGRA,-36.236565,142.687307
3480,CARRON,-36.236565,142.687307
3480,COPE COPE,-36.236565,142.687307
3480,CORACK,-36.236565,142.687307
3480,CORACK EAST,-36.236565,142.687307
3480,DONALD,-36.236565,142.687307
3480,GIL GIL,-36.236565,142.687307
3480,JEFFCOTT,-36.236565,142.687307
3480,JEFFCOTT NORTH,-36.236565,142.687307
3480,LAEN,-36.236565,142.687307
3480,LAEN EAST,-36.236565,142.687307
3480,LAEN NORTH,-36.236565,142.687307
3480,LAKE BULOKE,-36.236565,142.687307
3480,LAWLER,-36.236565,142.687307
3480,LITCHFIELD,-36.236565,142.687307
3480,RICH AVON,-36.236565,142.687307
3480,RICH AVON EAST,-36.236565,142.687307
3480,RICH AVON WEST,-36.236565,142.687307
3480,SWANWATER WEST,-36.236565,142.687307
3482,MASSEY,-36.226051,142.859931
3482,MORTON PLAINS,-36.226051,142.859931
3482,WARMUR,-36.226051,142.859931
3482,WATCHEM,-36.226051,142.859931
3482,WATCHEM WEST,-36.226051,142.859931
3483,BALLAPUR,-35.979172,142.747934
3483,BIRCHIP,-35.979172,142.747934
3483,BIRCHIP WEST,-35.979172,142.747934
3483,CURYO,-35.979172,142.747934
3483,JIL JIL,-35.979172,142.747934
3483,KARYRIE,-35.979172,142.747934
3483,KINNABULLA,-35.979172,142.747934
3483,MARLBED,-35.979172,142.747934
3483,NARRAPORT,-35.979172,142.747934
3483,WHIRILY,-35.979172,142.747934
3485,BANYAN,-35.635088,142.766116
3485,WATCHUPGA,-35.635088,142.766116
3485,WILLANGIE,-35.635088,142.766116
3485,WOOMELANG,-35.635088,142.766116
3487,LASCELLES,-35.606765,142.578891
3488,SPEED,-35.400818,142.44027
3488,TURRIFF,-35.400818,142.44027
3488,TURRIFF EAST,-35.400818,142.44027
3489,TEMPY,-35.344581,142.476178
3490,BIG DESERT,-35.199697,141.600652
3490,BOINKA,-35.199697,141.600652
3490,KULWIN,-35.199697,141.600652
3490,MITTYACK,-35.199697,141.600652
3490,MURRAY-SUNSET,-35.199697,141.600652
3490,OUYEN,-35.199697,141.600652
3490,TORRITA,-35.199697,141.600652
3490,TUTYE,-35.199697,141.600652
3491,PATCHEWOLLOCK,-35.382896,142.1895
3494,CARWARP,-34.457991,142.230811
3494,COLIGNAN,-34.457991,142.230811
3494,IRAAK,-34.457991,142.230811
3494,NANGILOC,-34.457991,142.230811
3496,CARDROSS,-34.292017,142.145463
3496,CULLULLERAINE,-34.292017,142.145463
3496,LINDSAY POINT,-34.292017,142.145463
3496,MERINGUR,-34.292017,142.145463
3496,MERRINEE,-34.292017,142.145463
3496,NEDS CORNER,-34.292017,142.145463
3496,RED CLIFFS,-34.292017,142.145463
3496,SUNNYCLIFFS,-34.292017,142.145463
3496,WERRIMULL,-34.292017,142.145463
3498,IRYMPLE,-34.234604,142.181724
3500,MILDURA,-34.181714,142.163072
3500,MILDURA WEST,-34.181714,142.163072
3501,HATTAH,-34.850899,142.327634
3501,KOORLONG,-34.850899,142.327634
3501,MILDURA CENTRE PLAZA,-34.850899,142.327634
3501,MILDURA SOUTH,-34.850899,142.327634
3501,NICHOLS POINT,-34.850899,142.327634
3502,MILDURA,-37.972887,145.25835
3505,BIRDWOODTON,-34.19768,142.057629
3505,CABARITA,-34.19768,142.057629
3505,MERBEIN,-34.19768,142.057629
3505,MERBEIN SOUTH,-34.19768,142.057629
3505,MERBEIN WEST,-34.19768,142.057629
3505,WARGAN,-34.19768,142.057629
3505,YELTA,-34.19768,142.057629
3506,COWANGIE,-35.27579,141.399006
3507,WALPEUP,-35.191803,142.02364
3509,LINGA,-35.173454,141.692549
3509,UNDERBOOL,-35.173454,141.692549
3512,CARINA,-35.218149,141.090483
3512,MURRAYVILLE,-35.218149,141.090483
3512,PANITYA,-35.218149,141.090483
3515,MARONG,-36.736592,144.132572
3515,SHELBOURNE,-36.736592,144.132572
3515,WILSONS HILL,-36.736592,144.132572
3516,BRIDGEWATER,-36.593021,143.924643
3516,BRIDGEWATER NORTH,-36.593021,143.924643
3516,BRIDGEWATER ON LODDON,-36.593021,143.924643
3516,DERBY,-36.593021,143.924643
3516,LEICHARDT,-36.593021,143.924643
3516,YARRABERB,-36.593021,143.924643
3517,BEARS LAGOON,-36.298881,143.915229
3517,BRENANAH,-36.298881,143.915229
3517,GLENALBYN,-36.298881,143.915229
3517,INGLEWOOD,-36.298881,143.915229
3517,JARKLIN,-36.298881,143.915229
3517,KINGOWER,-36.298881,143.915229
3517,KURTING,-36.298881,143.915229
3517,POWLETT PLAINS,-36.298881,143.915229
3517,RHEOLA,-36.298881,143.915229
3517,SALISBURY WEST,-36.298881,143.915229
3517,SERPENTINE,-36.298881,143.915229
3518,BERRIMAL,-36.501479,143.456459
3518,BORUNG,-36.501479,143.456459
3518,FENTONS CREEK,-36.501479,143.456459
3518,FERNIHURST,-36.501479,143.456459
3518,FIERY FLAT,-36.501479,143.456459
3518,KURRACA,-36.501479,143.456459
3518,KURRACA WEST,-36.501479,143.456459
3518,MYSIA,-36.501479,143.456459
3518,NINE MILE,-36.501479,143.456459
3518,RICHMOND PLAINS,-36.501479,143.456459
3518,SKINNERS FLAT,-36.501479,143.456459
3518,WEDDERBURN,-36.501479,143.456459
3518,WEDDERBURN JUNCTION,-36.501479,143.456459
3518,WEHLA,-36.501479,143.456459
3518,WOOLSHED FLAT,-36.501479,143.456459
3518,WOOSANG,-36.501479,143.456459
3520,KINYPANIAL,-36.331469,143.83557
3520,KORONG VALE,-36.331469,143.83557
3521,PYALONG,-37.120609,144.882105
3522,GLENHOPE EAST,-37.126178,144.750364
3522,TOOBORAC,-37.126178,144.750364
3523,ARGYLE,-36.944132,144.732986
3523,COSTERFIELD,-36.944132,144.732986
3523,DERRINAL,-36.944132,144.732986
3523,HEATHCOTE,-36.944132,144.732986
3523,HEATHCOTE SOUTH,-36.944132,144.732986
3523,KNOWSLEY,-36.944132,144.732986
3523,LADYS PASS,-36.944132,144.732986
3523,MOORMBOOL WEST,-36.944132,144.732986
3523,MOUNT CAMEL,-36.944132,144.732986
3523,REDCASTLE,-36.944132,144.732986
3525,BARRAKEE,-36.268867,143.426085
3525,BUCKRABANYULE,-36.268867,143.426085
3525,CHARLTON,-36.268867,143.426085
3525,CHIRRIP,-36.268867,143.426085
3525,GRANITE FLAT,-36.268867,143.426085
3525,LAKE MARMAL,-36.268867,143.426085
3525,NAREEWILLOCK,-36.268867,143.426085
3525,TERRAPPEE,-36.268867,143.426085
3525,WOOROONOOK,-36.268867,143.426085
3525,WYCHITELLA,-36.268867,143.426085
3525,WYCHITELLA NORTH,-36.268867,143.426085
3525,YEUNGROON,-36.268867,143.426085
3525,YEUNGROON EAST,-36.268867,143.426085
3527,BUNGULUKE,-36.055958,143.38661
3527,DUMOSA,-36.055958,143.38661
3527,GLENLOTH,-36.055958,143.38661
3527,GLENLOTH EAST,-36.055958,143.38661
3527,JERUK,-36.055958,143.38661
3527,NINYEUNOOK,-36.055958,143.38661
3527,TEDDYWADDY,-36.055958,143.38661
3527,TEDDYWADDY WEST,-36.055958,143.38661
3527,THALIA,-36.055958,143.38661
3527,TOWANINNY,-36.055958,143.38661
3527,TOWANINNY SOUTH,-36.055958,143.38661
3527,WYCHEPROOF,-36.055958,143.38661
3527,WYCHEPROOF SOUTH,-36.055958,143.38661
3529,KALPIENUNG,-35.780006,143.259314
3529,NULLAWIL,-35.780006,143.259314
3530,CULGOA,-35.718468,143.107379
3530,SUTTON,-35.718468,143.107379
3530,WANGIE,-35.718468,143.107379
3530,WARNE,-35.718468,143.107379
3531,BERRIWILLOCK,-35.635336,142.991804
3531,BOIGBEAT,-35.635336,142.991804
3533,BIMBOURIE,-35.360723,142.786824
3533,LAKE TYRRELL,-35.360723,142.786824
3533,MYALL,-35.360723,142.786824
3533,NANDALY,-35.360723,142.786824
3533,NINDA,-35.360723,142.786824
3533,NYARRIN,-35.360723,142.786824
3533,PIER MILAN,-35.360723,142.786824
3533,SEA LAKE,-35.360723,142.786824
3533,STRATEN,-35.360723,142.786824
3533,TYENNA,-35.360723,142.786824
3533,TYRRELL,-35.360723,142.786824
3533,TYRRELL DOWNS,-35.360723,142.786824
3537,BARRAPORT,-36.011488,143.671965
3537,BARRAPORT WEST,-36.011488,143.671965
3537,BOORT,-36.011488,143.671965
3537,CANARY ISLAND,-36.011488,143.671965
3537,CATUMNAL,-36.011488,143.671965
3537,GREDGWIN,-36.011488,143.671965
3537,LEAGHUR,-36.011488,143.671965
3537,MINMINDIE,-36.011488,143.671965
3537,YANDO,-36.011488,143.671965
3540,CANNIE,-35.75855,143.445376
3540,OAKVALE,-35.75855,143.445376
3540,QUAMBATOOK,-35.75855,143.445376
3542,COKUM,-35.758096,143.284751
3542,LALBERT,-35.758096,143.284751
3542,TITTYBONG,-35.758096,143.284751
3544,CHINANGIN,-35.513341,143.197025
3544,GOWANFORD,-35.513341,143.197025
3544,MURNUNGIN,-35.513341,143.197025
3544,SPRINGFIELD,-35.513341,143.197025
3544,ULTIMA,-35.513341,143.197025
3544,ULTIMA EAST,-35.513341,143.197025
3544,WAITCHIE,-35.513341,143.197025
3546,BOLTON,-34.96464,142.884361
3546,CHINKAPOOK,-34.96464,142.884361
3546,COCAMBA,-34.96464,142.884361
3546,GERAHMIN,-34.96464,142.884361
3546,MANANGATANG,-34.96464,142.884361
3546,TUROAR,-34.96464,142.884361
3546,WINNAMBOOL,-34.96464,142.884361
3549,ANNUELLO,-34.847699,142.830117
3549,BANNERTON,-34.847699,142.830117
3549,HAPPY VALLEY,-34.847699,142.830117
3549,LIPAROO,-34.847699,142.830117
3549,ROBINVALE,-34.847699,142.830117
3549,ROBINVALE IRRIGATION DISTRICT SECTION B,-34.847699,142.830117
3549,ROBINVALE IRRIGATION DISTRICT SECTION C,-34.847699,142.830117
3549,ROBINVALE IRRIGATION DISTRICT SECTION D,-34.847699,142.830117
3549,ROBINVALE IRRIGATION DISTRICT SECTION E,-34.847699,142.830117
3549,TOL TOL,-34.847699,142.830117
3549,WANDOWN,-34.847699,142.830117
3549,WEMEN,-34.847699,142.830117
3550,BENDIGO,-36.758492,144.280075
3550,BENDIGO SOUTH,-36.758492,144.280075
3550,EAST BENDIGO,-36.758492,144.280075
3550,FLORA HILL,-36.758492,144.280075
3550,IRONBARK,-36.758492,144.280075
3550,KENNINGTON,-36.758492,144.280075
3550,LONG GULLY,-36.758492,144.280075
3550,NORTH BENDIGO,-36.758492,144.280075
3550,QUARRY HILL,-36.758492,144.280075
3550,SANDHURST EAST,-36.758492,144.280075
3550,SPRING GULLY,-36.758492,144.280075
3550,STRATHDALE,-36.758492,144.280075
3550,WEST BENDIGO,-36.758492,144.280075
3550,WHITE HILLS,-36.758492,144.280075
3551,ARNOLD,-36.690822,143.868371
3551,ARNOLD WEST,-36.690822,143.868371
3551,ASCOT,-36.690822,143.868371
3551,AXE CREEK,-36.690822,143.868371
3551,AXEDALE,-36.690822,143.868371
3551,BAGSHOT,-36.690822,143.868371
3551,BAGSHOT NORTH,-36.690822,143.868371
3551,BENDIGO FORWARD,-36.690822,143.868371
3551,CORNELLA,-36.690822,143.868371
3551,EMU CREEK,-36.690822,143.868371
3551,EPPALOCK,-36.690822,143.868371
3551,EPSOM,-36.690822,143.868371
3551,HUNTLY,-36.690822,143.868371
3551,HUNTLY NORTH,-36.690822,143.868371
3551,JUNORTOUN,-36.690822,143.868371
3551,KIMBOLTON,-36.690822,143.868371
3551,LAKE EPPALOCK,-36.690822,143.868371
3551,LLANELLY,-36.690822,143.868371
3551,LOCKWOOD,-36.690822,143.868371
3551,LOCKWOOD SOUTH,-36.690822,143.868371
3551,LONGLEA,-36.690822,143.868371
3551,MAIDEN GULLY,-36.690822,143.868371
3551,MANDURANG,-36.690822,143.868371
3551,MANDURANG SOUTH,-36.690822,143.868371
3551,MINTO,-36.690822,143.868371
3551,MURPHYS CREEK,-36.690822,143.868371
3551,MYOLA,-36.690822,143.868371
3551,NEWBRIDGE,-36.690822,143.868371
3551,PAINSWICK,-36.690822,143.868371
3551,SEDGWICK,-36.690822,143.868371
3551,STRATHFIELDSAYE,-36.690822,143.868371
3551,TARNAGULLA,-36.690822,143.868371
3551,TOOLLEEN,-36.690822,143.868371
3551,WAANYARRA,-36.690822,143.868371
3551,WELLSFORD,-36.690822,143.868371
3551,WOODSTOCK ON LODDON,-36.690822,143.868371
3552,BENDIGO,-37.825288,145.011924
3554,BENDIGO DC,0,0
3555,BIG HILL,-36.834685,144.230004
3555,GOLDEN GULLY,-36.834685,144.230004
3555,GOLDEN SQUARE,-36.834685,144.230004
3555,KANGAROO FLAT,-36.834685,144.230004
3555,LANSELL PLAZA,-36.834685,144.230004
3556,CALIFORNIA GULLY,-36.732656,144.257173
3556,CAMPBELLS FOREST,-36.732656,144.257173
3556,EAGLEHAWK,-36.732656,144.257173
3556,EAGLEHAWK NORTH,-36.732656,144.257173
3556,JACKASS FLAT,-36.732656,144.257173
3556,MYERS FLAT,-36.732656,144.257173
3556,SAILORS GULLY,-36.732656,144.257173
3556,SEBASTIAN,-36.732656,144.257173
3556,WHIPSTICK,-36.732656,144.257173
3556,WOODVALE,-36.732656,144.257173
3557,BARNADOWN,-36.653535,144.506417
3557,FOSTERVILLE,-36.653535,144.506417
3557,GOORNONG,-36.653535,144.506417
3557,MUSKERRY,-36.653535,144.506417
3558,BURNEWANG,-36.485796,144.713905
3558,COROP WEST,-36.485796,144.713905
3558,ELMORE,-36.485796,144.713905
3558,HUNTER,-36.485796,144.713905
3558,RUNNYMEDE,-36.485796,144.713905
